Longueur d'onde (nm),Tension blanc (Volt),Liste_pas_vis
800.0,-0.12406640953479138,0
797.9269051319845,-0.1399231368824857,0.06665
795.853810263969,-0.15957415185294455,0.1333
793.7807153959535,-0.16817399885106696,0.19995000000000002
791.707620527938,-0.19348812901586793,0.2666
789.6345256599225,-0.1773806081616744,0.33325
787.561430791907,-0.13487487272370768,0.3999
785.4883359238916,-0.12623457432783008,0.46654999999999996
783.415241055876,-0.11946310440764077,0.5332
781.3421461878605,-0.12369426184796999,0.59985
779.269051319845,-0.12684133685976995,0.6665
777.1959564518295,-0.14520601582943074,0.73315
775.122861583814,-0.1561358310572914,0.7998
773.0497667157985,-0.137164389968563,0.8664499999999999
770.976671847783,-0.14114475208464664,0.9330999999999999
768.9035769797675,-0.1514516245591994,0.9997499999999999
766.830482111752,-0.1592586353628464,1.0664
764.7573872437365,-0.15795611854737496,1.1330500000000001
762.684292375721,-0.1627697676422474,1.1997000000000002
760.6111975077055,-0.17949214157017057,1.2663500000000003
758.53810263969,-0.17320608234875337,1.3330000000000004
756.4650077716744,-0.1595903321957505,1.3996500000000005
754.391912903659,-0.16001102085322289,1.4663000000000006
752.3188180356435,-0.16471140759989242,1.5329500000000007
750.245723167628,-0.1842491593076635,1.5996000000000008
748.1726282996125,-0.18643350417995913,1.666250000000001
746.0995334315969,-0.18013126470175606,1.732900000000001
744.0264385635815,-0.19200762862647958,1.799550000000001
741.953343695566,-0.1875418569375533,1.8662000000000012
739.8802488275504,-0.19890045008152551,1.9328500000000013
737.807153959535,-0.21973262708749336,1.9995000000000014
735.7340590915195,-0.2568341257633299,2.0661500000000013
733.6609642235039,-0.3058928857402636,2.1328000000000014
731.5878693554885,-0.3136675338785406,2.1994500000000015
729.514774487473,-0.30992178770873574,2.2661000000000016
727.4416796194574,-0.2732814314029604,2.3327500000000017
725.368584751442,-0.25104156743441713,2.3994000000000018
723.2954898834264,-0.24669714869864184,2.466050000000002
721.2223950154109,-0.25013546893878524,2.532700000000002
719.1493001473955,-0.24793494398921476,2.599350000000002
717.0762052793799,-0.25238453489005214,2.666000000000002
715.0031104113644,-0.2762019809438684,2.7326500000000022
712.9300155433489,-0.272084086963253,2.7993000000000023
710.8569206753334,-0.26704391415858636,2.8659500000000024
708.783825807318,-0.2892837775616302,2.9326000000000025
706.7107309393024,-0.27654985804689114,2.9992500000000026
704.6376360712869,-0.2532582727215861,3.0659000000000027
702.5645412032715,-0.25079077233523445,3.132550000000003
700.4914463352559,-0.22982106360991197,3.199200000000003
698.4183514672404,-0.2333726462670064,3.265850000000003
696.3452565992249,-0.28039268638929704,3.332500000000003
694.2721617312094,-0.24177832815634917,3.3991500000000032
692.1990668631939,-0.21455492102109391,3.4658000000000033
690.1259719951784,-0.2039325332968604,3.5324500000000034
688.0528771271629,-0.18649822551067807,3.5991000000000035
685.9797822591474,-0.17229189355250246,3.6657500000000036
683.9066873911319,-0.1663537114075833,3.7324000000000037
681.8335925231164,-0.1669604738900683,3.799050000000004
679.7604976551008,-0.17238897554602264,3.865700000000004
677.6874027870854,-0.17692755884827913,3.932350000000004
675.6143079190699,-0.20321250853559497,3.999000000000004
673.5412130510543,-0.32493713298332866,4.065650000000004
671.4681181830389,-0.3263205511325762,4.132300000000004
669.3950233150233,-0.31911221461233225,4.198950000000004
667.3219284470078,-0.2783135140099125,4.2656000000000045
665.2488335789924,-0.2981667784802848,4.332250000000005
663.1757387109768,-0.22395569356020198,4.398900000000005
661.1026438429614,-0.21055837913052514,4.465550000000005
659.0295489749458,-0.21064737094688563,4.532200000000005
656.9564541069303,-0.19025206258905955,4.598850000000005
654.8833592389149,-0.1819111012794274,4.665500000000005
652.8102643708994,-0.185219979248266,4.732150000000005
650.7371695028838,-0.18179783895616106,4.798800000000005
648.6640746348684,-0.18733151262185901,4.865450000000005
646.5909797668528,-0.19369847334243517,4.9321000000000055
644.5178848988373,-0.1895563083097907,4.998750000000006
642.4447900308219,-0.18337542136132134,5.065400000000006
640.3716951628063,-0.20301025438565173,5.132050000000006
638.2986002947908,-0.20534831232912673,5.198700000000006
636.2255054267753,-0.18718588962780855,5.265350000000006
634.1524105587598,-0.20065601609990794,5.332000000000006
632.0793156907444,-0.2432021972696652,5.398650000000006
630.0062208227288,-0.3194439113470577,5.465300000000006
627.9331259547133,-0.26913926691070805,5.531950000000006
625.8600310866977,-0.24443190239074042,5.5986000000000065
623.7869362186823,-0.2301123095501349,5.665250000000007
621.7138413506668,-0.21337375682409712,5.731900000000007
619.6407464826513,-0.1940382603083743,5.798550000000007
617.5676516146358,-0.2468751323272535,5.865200000000007
615.4945567466202,-0.21881843834778764,5.931850000000007
613.4214618786048,-0.1762722553859349,5.998500000000007
611.3483670105893,-0.16627280972536485,6.065150000000007
609.2752721425738,-0.13244782262948765,6.131800000000007
607.2021772745583,-0.12827329643726043,6.198450000000007
605.1290824065428,-0.1270516812044716,6.265100000000007
603.0559875385272,-0.11636457034635243,6.3317500000000075
600.9828926705118,-0.11317704443157477,6.398400000000008
598.9097978024963,-0.11430157768662705,6.465050000000008
596.8367029344807,-0.11492452057322959,6.531700000000008
594.7636080664653,-0.11868644835206554,6.598350000000008
592.6905131984497,-0.12752900106347922,6.665000000000008
590.6174183304342,-0.1215989085505396,6.731650000000008
588.5443234624188,-0.1281276734306281,6.798300000000008
586.4712285944032,-0.12862926378779244,6.864950000000008
584.3981337263878,-0.1257410741331298,6.931600000000008
582.3250388583722,-0.11291815907492497,6.9982500000000085
580.2519439903567,-0.10304815481436444,7.064900000000009
578.1788491223413,-0.09830731662878985,7.131550000000009
576.1057542543257,-0.09603397952975992,7.198200000000009
574.0326593863102,-0.09525732343541811,7.264850000000009
571.9595645182947,-0.09578318433204273,7.331500000000009
569.8864696502792,-0.09204552686584275,7.398150000000009
567.8133747822637,-0.08498281039887998,7.464800000000009
565.7402799142483,-0.09040322281802349,7.531450000000009
563.6671850462327,-0.10032985852456149,7.598100000000009
561.5940901782172,-0.08807325450311043,7.6647500000000095
559.5209953102017,-0.08410098210308721,7.73140000000001
557.4479004421862,-0.09667310277278911,7.79805000000001
555.3748055741708,-0.10049166187346162,7.86470000000001
553.3017107061552,-0.08784672980476607,7.93135000000001
551.2286158381397,-0.09385772442752979,7.99800000000001
549.1555209701241,-0.08274183390294299,8.06465000000001
547.0824261021087,-0.0755334942643919,8.131300000000008
545.0093312340932,-0.07263721410587329,8.197950000000008
542.9362363660778,-0.07160976276075047,8.264600000000007
540.8631414980623,-0.07025870468868405,8.331250000000006
538.7900466300468,-0.07059040158072548,8.397900000000005
536.7169517620314,-0.07303363234142238,8.464550000000004
534.6438568940159,-0.07904462716760152,8.531200000000004
532.5707620260005,-0.07287991914735883,8.597850000000003
530.497667157985,-0.07218416469450424,8.664500000000002
528.4245722899694,-0.07830842188134782,8.731150000000001
526.351477421954,-0.07622115854481823,8.7978
524.2783825539385,-0.07169066444188385,8.86445
522.205287685923,-0.06580911220419275,8.931099999999999
520.1321928179075,-0.06447423445032904,8.997749999999998
518.059097949892,-0.06530752177545215,9.064399999999997
515.9860030818766,-0.06906944997397454,9.131049999999997
513.9129082138611,-0.07598654367193752,9.197699999999996
511.83981334584564,-0.08512034325331545,9.264349999999995
509.7667184778302,-0.09522496276517424,9.330999999999994
507.6936236098147,-0.10103370310019026,9.397649999999993
505.6205287417992,-0.11171272414062369,9.464299999999993
503.54743387378375,-0.1300207725245251,9.530949999999992
501.4743390057683,-0.12580579547341536,9.597599999999991
499.4012441377528,-0.11199588000070929,9.66424999999999
497.3281492697373,-0.10546711489602105,9.73089999999999
495.25505440172185,-0.10515159836538279,9.797549999999989
493.1819595337064,-0.10819350132805516,9.864199999999988
491.10886466569093,-0.09907588255075463,9.930849999999987
489.0357697976754,-0.09446448700475056,9.997499999999986
486.96267492965995,-0.09321860118301475,10.064149999999985
484.8895800616445,-0.095686102320877,10.130799999999985
482.816485193629,-0.10186699035858038,10.197449999999984
480.7433903256135,-0.09342894554347199,10.264099999999983
478.67029545759806,-0.08549249097340475,10.330749999999982
476.5972005895826,-0.08147167754513737,10.397399999999982
474.5241057215671,-0.07982937345585972,10.46404999999998
472.4510108535516,-0.078025266004081,10.53069999999998
470.37791598553616,-0.07609171585565663,10.59734999999998
468.30482111752065,-0.07790391348467805,10.663999999999978
466.2317262495052,-0.08783863963766259,10.730649999999978
464.1586313814897,-0.09466674119636193,10.797299999999977
462.08553651347427,-0.07808189718006354,10.863949999999976
460.01244164545875,-0.07076029511041272,10.930599999999975
457.9393467774433,-0.06826043316015655,10.997249999999974
455.86625190942783,-0.06624598128683327,11.063899999999974
453.79315704141237,-0.05986283854027753,11.130549999999973
451.72006217339685,-0.059102362718148505,11.197199999999972
449.6469673053814,-0.06043724048924446,11.263849999999971
447.57387243736594,-0.060574773350414154,11.33049999999997
445.5007775693504,-0.0560119184080338,11.39714999999997
443.42768270133496,-0.053609138391769465,11.463799999999969
441.3545878333195,-0.05254123615785189,11.530449999999968
439.28149296530404,-0.05195874402954272,11.597099999999967
437.2083980972885,-0.05263022801087889,11.663749999999967
435.13530322927306,-0.053099457780724765,11.730399999999966
433.0622083612576,-0.05348778586551441,11.797049999999965
430.9891134932421,-0.0529457445805057,11.863699999999964
428.9160186252266,-0.04972585752836152,11.930349999999963
426.84292375721117,-0.0481887255098515,11.996999999999963
424.7698288891957,-0.04699947073371214,12.063649999999962
422.6967340211802,-0.04564032241400846,12.130299999999961
420.62363915316473,-0.04492029740948452,12.19694999999996
418.5505442851493,-0.04441870695578876,12.26359999999996
416.4774494171338,-0.04575358477413776,12.330249999999959
414.4043545491183,-0.04430544459575217,12.396899999999958
412.33125968110284,-0.04340743587904215,12.463549999999957
410.2581648130874,-0.042404254968018015,12.530199999999956
408.18506994507186,-0.04149006590993626,12.596849999999955
406.1119750770564,-0.04157905776529715,12.663499999999955
404.03888020904094,-0.042436615642533856,12.730149999999954
401.9657853410255,-0.05000092325733139,12.796799999999953
399.89269047300996,-0.04431353476434688,12.863449999999952
397.8195956049945,-0.04051924566898017,12.930099999999952
395.74650073697904,-0.03853715433658922,12.99674999999995
393.6734058689636,-0.037388350376122856,13.06339999999995
391.60031100094807,-0.03649843181337532,13.13004999999995
389.5272161329326,-0.03639325961908521,13.196699999999948
387.45412126491715,-0.03599684134939983,13.263349999999948
385.38102639690163,-0.03561660341719806,13.329999999999947
